testName,graphID,strength,criteria,noOfNodes,noOfEdges,entitySetGenerationTime,noOfEntities,testSuiteSize,testSuiteGenerationTime,totalPathLength,averagePathLength
Test-1-1,1,2,t+_cover,16,18,0.0002610683,225,3,2.68933026,93.6666666667,31.2222222222
Test-1-1,2,2,t+_cover,241,632,0.0403530598,57124,317,6296.34819539,66247.6666667,208.9831756047
Test-1-1,3,2,t+_cover,83,193,0.0043668747,6724,17.6666666667,33.7615029812,2568,145.3584905658
Test-1-1,4,2,t+_cover,14,23,0.0001430511,120,6.3333333333,6.3433640003,111,17.5263157895
Test-1-10,0,2,t+_cover,16,20,0.0001270771,126,5,7.8366626898,84,16.8
Test-1-10,1,2,t+_cover,16,18,0.0001699924,225,3,2.9915382862,88.3333333333,29.4444444444
Test-1-10,2,2,t+_cover,74,163,0.0030670166,4419,13.3333333333,32.5930206776,1502.33333333,112.675
Test-1-10,3,2,t+_cover,10,17,6.69956207275E-05,60,3,3.3880856832,42,14
Test-1-11,0,2,t+_cover,15,19,0.0001189709,112,4.6666666667,8.1199424267,69.3333333333,14.8571428571
Test-1-11,1,2,t+_cover,18,21,0.0002188683,289,3.3333333333,3.398892959,115.333333333,34.5999999999
Test-1-11,2,2,t+_cover,80,183,0.0033779144,5191,12.6666666667,30.6380106608,1651,130.3421052628
Test-1-11,3,2,t+_cover,10,17,6.69956207275E-05,60,4.6666666667,5.2505393823,58.3333333333,12.5
Test-1-12,0,2,t+_cover,14,16,0.000123024,96,3.3333333333,5.9637209574,49.3333333333,14.8
Test-1-12,1,2,t+_cover,18,21,0.000207901,272,4.6666666667,5.4788296223,138.333333333,29.6428571428
Test-1-12,2,2,t+_cover,232,595,0.0337557793,52903,94,3848.96755099,26508,282
Test-1-12,3,2,t+_cover,69,142,0.0023379326,3739,11.3333333333,26.3587123553,1288,113.6470588239
Test-1-12,4,2,t+_cover,10,17,7.39097595215E-05,60,3.6666666667,3.5829226971,51.3333333333,14
Test-1-13,0,2,t+_cover,45,62,0.0010280609,1301,11.3333333333,22.9455819925,653,57.617647059
Test-1-13,1,2,t+_cover,73,150,0.003715992,5184,24.6666666667,44.5266429583,2793,113.2297297296
Test-1-13,2,2,t+_cover,42,72,0.0011069775,1681,13.3333333333,15.305803299,882.666666667,66.2000000002
Test-1-13,3,2,t+_cover,90,196,0.0066790581,7660,20.3333333333,47.2189213435,2573,126.5409836068
Test-1-13,4,2,t+_cover,10,17,9.29832458496E-05,60,3.6666666667,3.6748667558,52.6666666667,14.3636363636
Test-1-14,0,2,t+_cover,37,48,0.0006370544,678,6.6666666667,23.4424962998,267.333333333,40.0999999999
Test-1-14,1,2,t+_cover,18,21,0.0002279282,289,4.6666666667,4.403509299,171,36.6428571428
Test-1-14,2,2,t+_cover,238,627,0.04022789,55699,100,2736.97036942,29734.3333333,297.343333333
Test-1-14,3,2,t+_cover,88,213,0.0047020912,7569,15.6666666667,34.3927672704,2658,169.6595744677
Test-1-14,4,2,t+_cover,10,17,9.48905944824E-05,60,3.6666666667,4.3136276404,48,13.0909090909
Test-1-2,0,2,t+_cover,13,15,0.0001032352,84,2.3333333333,4.4126456579,38.6666666667,16.5714285715
Test-1-2,1,2,t+_cover,21,28,0.000300169,400,6.3333333333,5.6259763241,250,39.4736842105
Test-1-2,2,2,t+_cover,227,620,0.0330789089,50628,127.333333333,2330.27332997,35880.3333333,281.7827225136
Test-1-2,3,2,t+_cover,70,150,0.0025398731,3861,11.6666666667,28.214372317,1279,109.6285714283
Test-1-2,4,2,t+_cover,10,17,6.91413879395E-05,60,3,3.5990122159,44.3333333333,14.7777777778
Test-1-3,0,2,t+_cover,81,165,0.0047340393,5081,19.3333333333,46.2709190845,2044,105.7241379312
Test-1-3,1,2,t+_cover,16,18,0.000248909,225,1.6666666667,1.7512023449,65,38.9999999999
Test-1-3,2,2,t+_cover,225,573,0.0312600136,49732,99.3333333333,2633.53661299,26867.3333333,270.4765100669
Test-1-3,3,2,t+_cover,79,152,0.0035839081,5856,19.3333333333,33.2941903273,2272.33333333,117.5344827587
Test-1-3,4,2,t+_cover,11,18,0.000079155,69,6,7.1742076874,77.3333333333,12.8888888889
Test-1-4,0,2,t+_cover,13,15,0.0001120567,84,4,6.8844570319,56,14
Test-1-4,1,2,t+_cover,21,28,0.0002830029,400,6.3333333333,6.7203966777,242.333333333,38.2631578947
Test-1-4,2,2,t+_cover,75,168,0.0053811073,4501,12.3333333333,28.2463847001,1300.66666667,105.45945946
Test-1-4,3,2,t+_cover,10,17,7.20024108887E-05,60,4.3333333333,4.1461223761,55.3333333333,12.7692307692
Test-1-5,0,2,t+_cover,13,15,0.0001089573,84,2.6666666667,5.5348497232,41.3333333333,15.5
Test-1-5,1,2,t+_cover,15,16,0.0001001358,94,2.3333333333,9.8221979936,36,15.4285714286
Test-1-5,2,2,t+_cover,69,142,0.0024487972,3739,11.6666666667,26.6744560401,1303.33333333,111.7142857137
Test-1-5,3,2,t+_cover,10,17,6.5803527832E-05,60,4,4.3991860549,52,13
Test-1-6,0,2,t+_cover,13,15,0.0001091957,84,4,6.8749016921,59,14.75
Test-1-6,1,2,t+_cover,18,21,0.0002160072,289,3.6666666667,3.3313051065,119.333333333,32.5454545453
Test-1-6,2,2,t+_cover,82,185,0.0037209988,5481,12.3333333333,34.5708313783,1524.66666667,123.6216216222
Test-1-6,3,2,t+_cover,10,17,8.10623168945E-05,60,3.3333333333,3.9161203702,45,13.5
Test-1-7,0,2,t+_cover,15,19,0.0001461506,112,5.3333333333,12.1772213777,82.6666666667,15.5
Test-1-7,1,2,t+_cover,17,20,0.0001938343,256,3.6666666667,3.7132266363,157.333333333,42.909090909
Test-1-7,2,2,t+_cover,218,550,0.0339238644,46659,76,1945.04914395,20230,266.1842105263
Test-1-7,3,2,t+_cover,80,184,0.0031781197,5191,15.6666666667,42.180721283,1939.66666667,123.8085106382
Test-1-7,4,2,t+_cover,10,17,6.79492950439E-05,60,3.3333333333,3.9036127726,46.3333333333,13.9
Test-1-8,0,2,t+_cover,37,48,0.0006508827,678,7.6666666667,26.3048706849,297,38.7391304348
Test-1-8,1,2,t+_cover,18,21,0.0002281666,289,1.6666666667,1.6955810388,65.6666666667,39.3999999999
Test-1-8,2,2,t+_cover,236,614,0.0357191563,54759,94.3333333333,2123.28422793,28582,302.9893992934
Test-1-8,3,2,t+_cover,84,198,0.0042939186,6889,16.6666666667,33.0775610606,2303.66666667,138.2199999999
Test-1-8,4,2,t+_cover,10,17,0.0001020432,60,3.6666666667,3.4066153367,52.3333333333,14.2727272727
Test-1-9,0,2,t+_cover,13,15,0.0001070499,84,3.3333333333,5.139301459,46.3333333333,13.9
Test-1-9,1,2,t+_cover,16,18,0.0001809597,225,1.6666666667,1.1315965653,55.3333333333,33.1999999999
Test-1-9,2,2,t+_cover,75,168,0.0031518936,4501,13.6666666667,35.1821817557,1525,111.5853658534
Test-1-9,3,2,t+_cover,10,17,8.39233398438E-05,60,4.3333333333,4.9938325882,55,12.6923076923
Test-103-1,0,2,t+_cover,93,196,0.0058290958,7592,44,111.782231331,4320,98.1818181818
Test-103-1,1,2,t+_cover,3,2,0.000026226,1,1,1.862329642,2,2
Test-103-1,2,2,t+_cover,36,51,0.0007748604,1190,12.3333333333,12.3533972899,667,54.0810810812
Test-103-1,3,2,t+_cover,48,113,0.0013749599,2209,6,9.1039943695,600.666666667,100.1111111112
Test-103-1,4,2,t+_cover,257,665,0.0431480408,65028,285.666666667,4688.37619376,83880.3333333,293.630105017
Test-103-1,5,2,t+_cover,75,150,0.0033891201,5402,23.6666666667,36.7529492378,2591.33333333,109.4929577462
Test-103-1,6,2,t+_cover,15,24,0.0001790524,133,6.3333333333,6.6787763437,119.333333333,18.8421052631
Test-103-2,0,2,t+_cover,3,2,3.12328338623E-05,1,1,1.8461992741,2,2
Test-103-2,1,2,t+_cover,31,42,0.0007250309,900,9.6666666667,11.1642343203,471,48.724137931
Test-103-2,2,2,t+_cover,49,85,0.0014820099,2304,24.6666666667,28.6508712768,1822.33333333,73.8783783781
Test-103-2,3,2,t+_cover,97,203,0.0062000751,8304,57,128.836153904,5317,93.2807017544
Test-103-2,4,2,t+_cover,231,596,0.0360569954,52444,73,1803.72295857,23342.6666667,319.7625570781
Test-103-2,5,2,t+_cover,76,155,0.0033941269,5625,26.6666666667,43.2177402973,2994.66666667,112.3
Test-103-2,6,2,t+_cover,11,18,8.41617584229E-05,69,4.3333333333,5.7739392916,59,13.6153846154
Test-103-4,0,2,t+_cover,3,2,2.98023223877E-05,1,1,1.8487612406,2,2
Test-103-4,1,2,t+_cover,34,48,0.000797987,1089,12.3333333333,14.8314567407,606.666666667,49.1891891893
Test-103-4,2,2,t+_cover,60,107,0.0048339367,3481,68,83.4052166143,4880,71.7647058824
Test-103-4,3,2,t+_cover,99,205,0.0050680637,8146,27.6666666667,60.3961520195,4018,145.2289156625
Test-103-4,4,2,t+_cover,99,207,0.0054330826,8672,59,153.802210013,5445.33333333,92.2937853107
Test-103-4,5,2,t+_cover,11,18,0.0001010895,69,4.6666666667,5.8570290407,65.6666666667,14.0714285714
Test-103-5,0,2,t+_cover,3,2,3.00407409668E-05,1,1,2.1023736795,2,2
Test-103-5,1,2,t+_cover,91,184,0.0054540634,7248,45.6666666667,102.400572062,4337.33333333,94.9781021896
Test-103-5,2,2,t+_cover,42,69,0.0011351109,1681,12.3333333333,15.5530076822,770.666666667,62.4864864867
Test-103-5,3,2,t+_cover,80,145,0.005792141,6241,123,170.310587804,9582.66666667,77.9078590786
Test-103-5,4,2,t+_cover,109,235,0.0071558952,11664,33.3333333333,73.1848169168,5095.33333333,152.8600000001
Test-103-5,5,2,t+_cover,11,18,0.0001029968,69,4.6666666667,6.135792017,67,14.3571428571
Test-103-7,0,2,t+_cover,89,183,0.0058269501,6912,47,109.578762055,4448,94.6382978723
Test-103-7,1,2,t+_cover,3,2,0.000041008,1,1,1.7430959543,2,2
Test-103-7,2,2,t+_cover,34,48,0.0007300377,1089,12,13.867268006,609.333333333,50.7777777778
Test-103-7,3,2,t+_cover,44,74,0.0011680126,1849,14.3333333333,15.7859917482,1011.33333333,70.5581395348
Test-103-7,4,2,t+_cover,220,554,0.0329761505,47527,76,1141.3809406,22125,291.1184210526
Test-103-7,5,2,t+_cover,97,206,0.0057208538,9216,28,59.8593110243,4174.33333333,149.0833333332
Test-103-7,6,2,t+_cover,11,18,0.0001080036,69,4.6666666667,5.8870062828,63,13.5
Test-103-8,0,2,t+_cover,3,2,2.31266021729E-05,1,1,1.7121989727,2,2
Test-103-8,1,2,t+_cover,168,397,0.0188939571,27889,37,295.186889648,9581.66666667,258.9639639641
Test-103-8,2,2,t+_cover,385,758,0.1122691631,147456,2908,16904.0406059,256842,88.3225584594
Test-103-8,3,2,t+_cover,13,18,0.0002100468,144,5,5.0589024226,102.666666667,20.5333333334
Test-103-8,4,2,t+_cover,97,197,0.0053889751,8304,46,92.4997696082,4795.66666667,104.2536231885
Test-103-8,5,2,t+_cover,91,207,0.0052587986,8100,32,56.4118479093,4088.66666667,127.7708333334
Test-103-8,6,2,t+_cover,11,18,0.0001070499,69,5.3333333333,5.6702840328,74.3333333333,13.9375
Test-105-1,0,2,t+_cover,69,123,0.005710125,4112,16,31.9097828865,1796.33333333,112.2708333331
Test-105-1,2,2,t+_cover,3,2,4.60147857666E-05,1,1,1.5130816301,2,2
Test-105-1,3,2,t+_cover,15,27,0.0001809597,149,5,6.7187376817,102,20.4
Test-105-1,4,2,t+_cover,50,92,0.0014228821,2128,16.6666666667,25.3754039605,1055.33333333,63.3199999997
Test-105-1,5,2,t+_cover,13,20,9.20295715332E-05,90,6,9.2863874436,86.3333333333,14.3888888889
Test-107-1,0,2,t+_cover,52,96,0.0016179085,2226,13.6666666667,25.483314991,1053,77.0487804876
Test-107-1,1,2,t+_cover,23,29,0.0003631115,484,10,8.6385639509,444.666666667,44.4666666667
Test-107-1,2,2,t+_cover,291,788,0.0588290691,83524,330,12771.394413,101270.666667,306.8808080818
Test-107-1,3,2,t+_cover,16,18,0.0002369881,225,2.3333333333,2.4289899667,82.3333333333,35.2857142858
Test-107-1,4,2,t+_cover,156,382,0.0148949623,24025,70.3333333333,621.316994667,13673.3333333,194.407582938
Test-107-1,5,2,t+_cover,120,252,0.0076990128,12407,37.3333333333,104.426824411,5676.66666667,152.0535714288
Test-107-1,6,2,t+_cover,15,24,0.0001587868,133,5,5.4613215923,98.3333333333,19.6666666667
Test-107-2,0,2,t+_cover,74,141,0.0031399727,5043,14.3333333333,25.1342587471,1756,122.5116279073
Test-107-2,1,2,t+_cover,16,18,0.0001878738,225,1.6666666667,1.6885530154,56.6666666667,34
Test-107-2,2,2,t+_cover,293,789,0.0550260544,84684,91.6666666667,4804.44898335,36212,395.0399999999
Test-107-2,3,2,t+_cover,85,158,0.0042841434,7056,31.3333333333,53.8636963367,3739,119.3297872342
Test-107-2,4,2,t+_cover,25,34,0.0003790855,429,5,10.0727606614,201.333333333,40.2666666666
Test-107-2,5,2,t+_cover,11,18,7.60555267334E-05,69,3.6666666667,3.9230496089,53.3333333333,14.5454545454
Test-107-3,0,2,t+_cover,74,140,0.0039880276,5043,18.3333333333,33.5144085884,2256.66666667,123.0909090913
Test-107-3,1,2,t+_cover,18,21,0.0002338886,289,4.6666666667,4.0785363515,191.333333333,40.9999999999
Test-107-3,2,2,t+_cover,9,8,4.6968460083E-05,28,1,4.7731340726,8,8
Test-107-3,3,2,t+_cover,92,186,0.0051121712,8281,25,41.8354232311,3796.66666667,151.8666666668
Test-107-3,4,2,t+_cover,35,49,0.0005438328,730,10.3333333333,17.0217616558,408,39.4838709679
Test-107-3,5,2,t+_cover,11,18,7.60555267334E-05,69,4.6666666667,4.9145353635,62.6666666667,13.4285714286
Test-107-4,0,2,t+_cover,88,158,0.0050058365,7227,27,51.0483484268,3214.66666667,119.0617283952
Test-107-4,1,2,t+_cover,24,30,0.0004081726,529,7.6666666667,7.4286576112,302,39.3913043478
Test-107-4,2,2,t+_cover,163,361,0.0151998997,24687,27.3333333333,183.056216399,6765.33333333,247.5121951221
Test-107-4,3,2,t+_cover,11,18,0.0001039505,69,6,5.7876826922,80,13.3333333333
Test-11-1,0,2,t+_cover,243,748,0.0450389385,58564,61,4453.95142166,21200,347.5409836066
Test-11-1,1,2,t+_cover,3,2,5.88893890381E-05,1,1,1.8640609582,2,2
Test-11-1,2,2,t+_cover,119,232,0.0085270405,13924,33.3333333333,79.0564706326,5397.66666667,161.9300000003
Test-11-1,3,2,t+_cover,139,275,0.0154020786,19044,22.6666666667,88.5509567261,4968.33333333,219.1911764701
Test-11-1,4,2,t+_cover,249,610,0.043694973,61012,314.666666667,6746.69709508,69060.3333333,219.4713983047
Test-11-1,5,2,t+_cover,7,12,8.98838043213E-05,30,1.3333333333,1.4160614014,16.6666666667,12.5000000001
Test-11-1,6,2,t+_cover,3,2,4.00543212891E-05,1,1,1.5106426875,2,2
Test-11-1,7,2,t+_cover,36,52,0.0008759499,1036,10.6666666667,11.3994750182,527.666666667,49.4687499999
Test-11-1,8,2,t+_cover,115,257,0.0086009502,12996,34,140.876186371,5532,162.7058823529
Test-11-1,9,2,t+_cover,9,14,9.70363616943E-05,49,2.6666666667,3.3482182821,35.6666666667,13.375
Test-11-2,0,2,t+_cover,182,468,0.0259950161,32761,45.6666666667,1600.1519053,10908,238.8613138684
Test-11-2,1,2,t+_cover,3,2,2.90870666504E-05,1,1,1.5268447399,2,2
Test-11-2,2,2,t+_cover,153,331,0.0139651299,22952,27.3333333333,165.998714685,6898,252.3658536588
Test-11-2,3,2,t+_cover,226,553,0.03018713,50179,81,2655.50868003,20434,252.2716049383
Test-11-2,4,2,t+_cover,5,6,7.60555267334E-05,11,2,2.6813263098,11.3333333333,5.6666666667
Test-11-2,5,2,t+_cover,3,2,1.78813934326E-05,1,1,1.5122646491,2,2
Test-11-2,6,2,t+_cover,189,596,0.0213060379,35344,67.6666666667,2473.86349463,17818.6666667,263.3300492614
Test-11-2,7,2,t+_cover,97,201,0.0052680969,8661,40,81.3028529486,5283.33333333,132.0833333333
Test-11-2,8,2,t+_cover,9,14,9.01222229004E-05,49,3,4.112613678,39,13
Test-11-3,0,2,t+_cover,196,503,0.0289161205,38025,30.6666666667,507.857982397,9263.33333333,302.0652173909
Test-11-3,1,2,t+_cover,3,2,3.00407409668E-05,1,1,1.9538289706,2,2
Test-11-3,2,2,t+_cover,116,213,0.0080361366,13225,24.6666666667,57.8460068702,4801.33333333,194.6486486483
Test-11-3,3,2,t+_cover,101,199,0.0062379837,10000,23.6666666667,45.5014456113,3722.66666667,157.2957746478
Test-11-3,4,2,t+_cover,222,549,0.0298731327,48403,81,2540.14441903,21719.6666667,268.1440329222
Test-11-3,5,2,t+_cover,5,6,6.91413879395E-05,11,1.6666666667,1.975637277,10,6
Test-11-3,6,2,t+_cover,3,2,1.71661376953E-05,1,1,1.8538423379,2,2
Test-11-3,7,2,t+_cover,17,24,0.0001349449,132,5.6666666667,11.7236279647,103.333333333,18.2352941176
Test-11-3,8,2,t+_cover,19,25,0.0002319813,324,5,5.3019193014,166,33.2
Test-11-3,9,2,t+_cover,9,14,5.88893890381E-05,49,3.6666666667,3.8194410801,44.6666666667,12.1818181818
Test-11-4,0,2,t+_cover,159,388,0.0167708397,24964,19,137.968573332,5431.66666667,285.8771929826
Test-11-4,1,2,t+_cover,3,2,3.09944152832E-05,1,1,1.9898730119,2,2
Test-11-4,2,2,t+_cover,22,32,0.0003228188,441,6,6.9287557602,260,43.3333333333
Test-11-4,3,2,t+_cover,11,12,6.60419464111E-05,50,2.3333333333,6.2123640378,26,11.1428571429
Test-11-4,4,2,t+_cover,224,551,0.0324041843,49287,85,2989.17496793,22204,261.2235294118
Test-11-4,5,2,t+_cover,5,6,6.38961791992E-05,11,1.3333333333,1.9396499793,7.3333333333,5.5
Test-11-4,6,2,t+_cover,3,2,1.69277191162E-05,1,1,1.9420850277,2,2
Test-11-4,7,2,t+_cover,98,166,0.0074751377,8071,29,60.0650749207,3870,133.4482758621
Test-11-4,8,2,t+_cover,16,20,0.0002000332,225,2,2.0391569932,74.3333333333,37.1666666667
Test-11-4,9,2,t+_cover,9,14,5.91278076172E-05,49,3.3333333333,4.3963359197,50,15
Test-11-5,0,2,t+_cover,235,707,0.03601408,54756,50.6666666667,2678.07131863,17333,342.0986842103
Test-11-5,1,2,t+_cover,3,2,3.79085540771E-05,1,1,1.519216617,2,2
Test-11-5,2,2,t+_cover,162,368,0.0160179138,25921,37,247.125582695,9239.66666667,249.7207207208
Test-11-5,3,2,t+_cover,225,551,0.0354921818,49732,84.6666666667,2161.61308519,22567,266.5393700786
Test-11-5,4,2,t+_cover,7,12,9.29832458496E-05,30,1.6666666667,2.1626156171,19.3333333333,11.6
Test-11-5,5,2,t+_cover,3,2,1.8835067749E-05,1,1,1.5873207251,2,2
Test-11-5,6,2,t+_cover,17,24,0.000136137,132,6,13.176002264,109.333333333,18.2222222222
Test-11-5,7,2,t+_cover,125,253,0.0094380379,15376,26.3333333333,64.7633283139,5220.33333333,198.2405063292
Test-11-5,8,2,t+_cover,9,14,0.0001010895,49,2,3.0921049913,31,15.5
Test-11-5,9,2,t+_cover,125,272,0.0089030266,14653,27.3333333333,96.9441877205,5140.33333333,188.0609756099
Test-14-10,0,2,t+_cover,7,6,5.29289245605E-05,15,1,4.1984810035,6,6
Test-14-10,1,2,t+_cover,28,35,0.0002808571,375,4.3333333333,21.626861016,137,31.6153846154
Test-14-10,2,2,t+_cover,45,77,0.001087904,1544,8.6666666667,18.5863040288,664.666666667,76.6923076923
Test-14-2,0,2,t+_cover,13,12,8.60691070557E-05,66,1,7.0884956519,12,12
Test-14-2,1,2,t+_cover,30,38,0.0006539822,784,3.3333333333,4.7630167007,217.666666667,65.3000000002
Test-14-2,2,2,t+_cover,49,83,0.0031878948,1872,11.6666666667,21.0467230479,899.333333333,77.0857142855
Test-14-8,0,2,t+_cover,7,6,5.29289245605E-05,15,1,4.7516372999,6,6
Test-14-8,1,2,t+_cover,28,35,0.0002851486,375,5.6666666667,19.2300146421,176.333333333,31.1176470587
Test-14-8,2,2,t+_cover,45,77,0.0011200905,1544,8,19.1718696753,625.333333333,78.1666666666
Test-15-1,0,2,t+_cover,53,94,0.0033428669,2366,12,18.8498593171,937.666666667,78.1388888889
Test-15-1,1,2,t+_cover,42,70,0.0011119843,1681,6.6666666667,8.4759657383,557,83.55
Test-15-1,2,2,t+_cover,268,665,0.0523228645,70759,306.333333333,8092.61992764,89084.6666667,290.8095756261
Test-15-1,3,2,t+_cover,128,257,0.0093278885,14922,26.3333333333,70.6459782918,4717.33333333,179.1392405064
Test-15-1,4,2,t+_cover,15,24,0.000164032,133,5.3333333333,5.9256172975,104,19.5
Test-17-1,0,2,t+_cover,62,110,0.0040421486,3660,17.6666666667,28.0746955872,1642.33333333,92.9622641506
Test-17-1,1,2,t+_cover,18,21,0.0002717972,289,4.3333333333,4.4430979888,146.333333333,33.7692307692
Test-17-1,2,2,t+_cover,33,57,0.000494957,685,6.3333333333,12.747379303,297.666666667,47.0000000001
Test-17-1,3,2,t+_cover,264,711,0.042951107,68647,321,8624.41399492,93027.3333333,289.8047767393
Test-17-1,4,2,t+_cover,45,93,0.0012879372,1936,18,22.9835970402,1183.33333333,65.7407407406
Test-17-1,5,2,t+_cover,13,20,9.20295715332E-05,90,3,6.4130713145,53,17.6666666667
Test-17-2,0,2,t+_cover,57,102,0.001636982,2323,19,25.4832240741,1377.66666667,72.50877193
Test-17-2,1,2,t+_cover,18,21,0.0002501011,289,3,2.6990223726,120.333333333,40.111111111
Test-17-2,2,2,t+_cover,226,558,0.0367078781,50179,137,2567.95154174,38376.3333333,280.1192214109
Test-17-2,3,2,t+_cover,47,100,0.001404047,2116,13,17.387703975,964.666666667,74.2051282052
Test-17-2,4,2,t+_cover,39,66,0.0007009506,977,11.3333333333,18.4904579322,505,44.5588235295
Test-17-2,5,2,t+_cover,11,18,7.5101852417E-05,69,5.3333333333,5.8047943115,76.3333333333,14.3125
Test-19-1,0,2,t+_cover,16,19,0.0001878738,127,4.3333333333,7.3922467232,69.6666666667,16.0769230769
Test-19-1,1,2,t+_cover,214,545,0.0303750038,45369,77.3333333333,1805.83964006,23729,306.8405172415
Test-19-1,2,2,t+_cover,383,1041,0.1043100357,145164,488.666666667,48042.0241864,182092,372.6302864936
Test-19-1,3,2,t+_cover,16,31,0.000259161,174,7.6666666667,10.1832348506,157.333333333,20.5217391304
Test-19-1,4,2,t+_cover,46,73,0.001292944,2025,18.6666666667,23.8902242978,1320.33333333,70.7321428568
Test-19-1,5,2,t+_cover,29,46,0.0005719662,784,15,14.4228636424,825.333333333,55.0222222222
Test-19-1,6,2,t+_cover,14,23,0.0001270771,120,5.6666666667,5.3962736925,103,18.1764705882
Test-21-1,0,2,t+_cover,25,42,0.0003170967,387,7.3333333333,14.6429479917,235.666666667,32.1363636364
Test-21-1,1,2,t+_cover,282,719,0.051254034,78403,320.333333333,7890.45227742,105770,330.1873048911
Test-21-1,2,2,t+_cover,5,6,7.29560852051E-05,12,1,2.1624566714,6.6666666667,6.6666666667
Test-21-1,3,2,t+_cover,40,58,0.0007209778,1012,10,23.323086977,503,50.3
Test-21-1,4,2,t+_cover,15,24,0.0001349449,133,6.3333333333,8.1299642722,113.666666667,17.9473684211
Test-23-1,0,2,t+_cover,22,37,0.0002551079,318,4.3333333333,8.9155662855,128.666666667,29.6923076924
Test-23-1,1,2,t+_cover,198,465,0.0266778469,38419,273.333333333,2463.56365816,52577.3333333,192.3560975611
Test-23-1,2,2,t+_cover,4,5,4.60147857666E-05,6,2,2.2905177275,8.3333333333,4.1666666667
Test-23-1,3,2,t+_cover,85,151,0.003868103,6130,14.3333333333,29.4855273565,1808.33333333,126.1627906977
Test-23-1,4,2,t+_cover,14,23,0.0001308918,120,6,5.8266493479,112.666666667,18.7777777778
Test-24-1,0,2,t+_cover,56,101,0.001830101,2665,15.6666666667,22.8739462694,1245.33333333,79.4893617017
Test-24-1,1,2,t+_cover,34,51,0.0035879612,1089,7.3333333333,6.524627765,415.333333333,56.6363636363
Test-24-1,2,2,t+_cover,268,674,0.0443809032,70759,304,5875.27039568,89134.6666667,293.206140351
Test-24-1,3,2,t+_cover,10,10,0.0001091957,40,2,5.8740483125,21.3333333333,10.6666666667
Test-24-1,4,2,t+_cover,130,282,0.0100989342,16641,32.6666666667,109.998126984,5962.66666667,182.5306122448
Test-24-1,5,2,t+_cover,57,106,0.0015490055,2314,14,28.857364734,966,69
Test-24-1,6,2,t+_cover,15,24,0.0001590252,133,6.3333333333,8.0216889381,117,18.4736842105
Test-24-2,0,2,t+_cover,16,20,0.0001490116,126,5,8.0078667005,82.3333333333,16.4666666667
Test-24-2,1,2,t+_cover,42,70,0.0019981861,1681,10.6666666667,12.1389216582,833.333333333,78.1249999997
Test-24-2,2,2,t+_cover,234,571,0.0370471478,53827,106.666666667,1920.7777466,29514.3333333,276.6968749988
Test-24-2,3,2,t+_cover,51,105,0.0016489029,2500,11,14.8237576485,1219.66666667,110.8787878791
Test-24-2,4,2,t+_cover,11,18,7.58171081543E-05,69,4.3333333333,5.5680192312,61.6666666667,14.2307692308
Test-24-3,0,2,t+_cover,235,574,0.036080122,54292,106.333333333,2370.73250938,29073.3333333,273.4169279002
Test-24-3,1,2,t+_cover,56,106,0.0018770695,2811,12,21.5869092147,1077.33333333,89.7777777775
Test-24-3,2,2,t+_cover,39,61,0.0010039806,1444,7,7.7281799316,513,73.2857142857
Test-24-3,3,2,t+_cover,10,10,6.103515625E-05,42,1.6666666667,4.9045637449,18.6666666667,11.2
Test-24-3,4,2,t+_cover,98,224,0.0060610771,9409,35.6666666667,79.1074415843,5171.33333333,144.9906542054
Test-24-3,5,2,t+_cover,33,47,0.0004899502,634,11.3333333333,15.8702616692,478,42.1764705884
Test-24-3,6,2,t+_cover,11,18,7.5101852417E-05,69,3.6666666667,4.2095720768,50,13.6363636364
Test-24-4,0,2,t+_cover,16,20,0.0001299381,126,4.6666666667,8.9280049801,76.6666666667,16.4285714286
Test-24-4,1,2,t+_cover,42,69,0.0012049675,1681,9.6666666667,10.9054213365,749,77.4827586207
Test-24-4,2,2,t+_cover,239,579,0.0383820534,56172,111,2343.89695501,30707,276.6396396396
Test-24-4,3,2,t+_cover,44,85,0.0012149811,1849,11.6666666667,16.3288369974,1041.33333333,89.2571428566
Test-24-4,4,2,t+_cover,11,18,7.39097595215E-05,69,5,6.1519087156,69.6666666667,13.9333333333
Test-24-5,0,2,t+_cover,72,128,0.0040030479,3841,18,39.8772472541,1622.66666667,90.1481481483
Test-24-5,1,2,t+_cover,42,70,0.0011069775,1681,12.6666666667,16.09628733,910,71.842105263
Test-24-5,2,2,t+_cover,264,653,0.0455691814,68647,115,2401.58078496,38464.6666667,334.4753623191
Test-24-5,3,2,t+_cover,10,10,0.0001149178,42,2.3333333333,5.4298187097,24.6666666667,10.5714285715
Test-24-5,4,2,t+_cover,112,233,0.0076460838,12321,20.3333333333,50.3820605278,3669,180.4426229511
Test-24-5,5,2,t+_cover,17,21,0.0002279282,256,5.6666666667,6.2077376048,228.666666667,40.3529411765
Test-24-5,6,2,t+_cover,11,18,7.48634338379E-05,69,4,4.2208046913,63.6666666667,15.9166666667
Test-24-6,0,2,t+_cover,235,568,0.0398170948,54292,106,1957.29773704,30423.3333333,287.012578616
Test-24-6,1,2,t+_cover,16,20,0.0001740456,126,5,9.2426422437,83.3333333333,16.6666666667
Test-24-6,2,2,t+_cover,37,59,0.0008330345,1296,7.3333333333,8.8727490107,499,68.0454545455
Test-24-6,3,2,t+_cover,42,80,0.0007901192,1175,9.6666666667,23.4496384462,545.333333333,56.4137931034
