testName,graphID,strength,criteria,noOfNodes,noOfEdges,entitySetGenerationTime,noOfEntities,testSuiteSize,testSuiteGenerationTime,totalPathLength,averagePathLength
Test-103-5,1,2,t_order,91,184,0.0054540634,7256,136.666666667,78.2882343133,7531.66666667,55.1097560975
Test-103-5,2,2,t_order,42,69,0.0011351109,1681,35.3333333333,16.858373642,1365.66666667,38.6509433964
Test-103-5,3,2,t_order,80,145,0.005792141,6241,346.333333333,190.381706794,14989,43.2791145332
Test-103-5,4,2,t_order,109,235,0.0071558952,11664,127.666666667,75.8986490568,9938,77.8433420364
Test-103-5,5,2,t_order,11,18,0.0001029968,71,7,2.8676640193,73.3333333333,10.4761904762
Test-103-7,0,2,t_order,89,183,0.0058269501,6920,135.333333333,78.957739989,7355.66666667,54.3522167489
Test-103-7,1,2,t_order,3,2,0.000041008,3,1,0.3786204656,2,2
Test-103-7,2,2,t_order,34,48,0.0007300377,1089,32.3333333333,14.6142006715,1016,31.4226804124
Test-103-7,3,2,t_order,44,74,0.0011680126,1849,47,23.2582805952,1955.33333333,41.6028368794
Test-103-7,4,2,t_order,220,554,0.0329761505,47527,209.666666667,182.279707035,28803.3333333,137.3767885529
Test-103-7,5,2,t_order,97,206,0.0057208538,9216,95,55.6682826678,6821.66666667,71.8070175439
Test-103-7,6,2,t_order,11,18,0.0001080036,71,5.6666666667,2.3471705914,58.6666666667,10.3529411765
Test-103-8,0,2,t_order,3,2,2.31266021729E-05,3,1,0.3739290237,2,2
Test-103-8,1,2,t_order,168,397,0.0188939571,27889,132,96.5267097157,16288.3333333,123.3964646462
Test-103-8,2,2,t_order,385,758,0.1122691631,147456,10709.6666667,19092.7512406,523070.666667,48.84098478
Test-103-8,3,2,t_order,13,18,0.0002100468,144,8.6666666667,3.7015181383,109.333333333,12.6153846153
Test-103-8,4,2,t_order,97,197,0.0053889751,8312,131.666666667,77.3366586367,7794.66666667,59.1999999999
Test-103-8,5,2,t_order,91,207,0.0052587986,8100,100.333333333,58.5392094453,6487.66666667,64.6611295684
Test-103-8,6,2,t_order,11,18,0.0001070499,71,6.3333333333,2.6137723128,63.3333333333,10
Test-105-1,0,2,t_order,69,123,0.005710125,4119,56.6666666667,29.9685334365,3451,60.9
Test-105-1,2,2,t_order,3,2,4.60147857666E-05,3,1,0.3919525941,2,2
Test-105-1,3,2,t_order,15,27,0.0001809597,151,8.6666666667,3.7740286986,120,13.8461538461
Test-105-1,4,2,t_order,50,92,0.0014228821,2130,38.3333333333,19.9850646655,1480.33333333,38.6173913043
Test-105-1,5,2,t_order,13,20,9.20295715332E-05,94,6,2.5626575947,73,12.1666666667
Test-107-1,0,2,t_order,52,96,0.0016179085,2232,46.3333333333,24.1562770208,2051.66666667,44.2805755397
Test-107-1,1,2,t_order,23,29,0.0003631115,484,27,11.9256600539,635,23.5185185185
Test-107-1,2,2,t_order,291,788,0.0588290691,83524,780.333333333,860.278439919,112603,144.3011533533
Test-107-1,3,2,t_order,16,18,0.0002369881,225,4.3333333333,1.8765984376,113.666666667,26.2307692309
Test-107-1,4,2,t_order,156,382,0.0148949623,24025,221.666666667,154.915067673,20251.3333333,91.359398496
Test-107-1,5,2,t_order,120,252,0.0076990128,12413,131.333333333,79.817440033,10786,82.1269035535
Test-107-1,6,2,t_order,15,24,0.0001587868,135,13.3333333333,5.8021406333,155,11.625
Test-107-2,0,2,t_order,74,141,0.0031399727,5047,54,28.7028663158,3545.33333333,65.6543209876
Test-107-2,1,2,t_order,16,18,0.0001878738,225,3.6666666667,1.5576806068,109,29.7272727272
Test-107-2,2,2,t_order,293,789,0.0550260544,84684,223,256.159141382,42223.6666667,189.3437967117
Test-107-2,3,2,t_order,85,158,0.0042841434,7056,107,60.5479533672,6452.66666667,60.3052959502
Test-107-2,4,2,t_order,25,34,0.0003790855,436,12,5.2575446765,371,30.9166666667
Test-107-2,5,2,t_order,11,18,7.60555267334E-05,71,5.6666666667,2.3476904233,57,10.0588235294
Test-107-3,0,2,t_order,74,140,0.0039880276,5047,52.3333333333,28.0184233983,3574.66666667,68.3057324842
Test-107-3,1,2,t_order,18,21,0.0002338886,289,6.3333333333,2.7329592705,218,34.4210526316
Test-107-3,2,2,t_order,9,8,4.6968460083E-05,36,1,0.3971886635,8,8
Test-107-3,3,2,t_order,92,186,0.0051121712,8281,100.666666667,57.0067675908,7194,71.4635761587
Test-107-3,4,2,t_order,35,49,0.0005438328,736,17,7.7718393803,524.333333333,30.8431372549
Test-107-3,5,2,t_order,11,18,7.60555267334E-05,71,6.3333333333,2.6258586248,65.3333333333,10.3157894737
Test-107-4,0,2,t_order,88,158,0.0050058365,7231,87.3333333333,48.7582135995,5773.33333333,66.106870229
Test-107-4,1,2,t_order,24,30,0.0004081726,529,15.3333333333,6.8522903125,412,26.8695652174
Test-107-4,2,2,t_order,163,361,0.0151998997,24690,96.3333333333,66.5799959501,11291.3333333,117.2110726641
Test-107-4,3,2,t_order,11,18,0.0001039505,71,4.6666666667,1.9236857096,48.6666666667,10.4285714286
Test-11-1,0,2,t_order,243,748,0.0450389385,58564,180.333333333,226.441189607,30399.3333333,168.5730129391
Test-11-1,1,2,t_order,3,2,5.88893890381E-05,3,1,0.3722809951,2,2
Test-11-1,2,2,t_order,119,232,0.0085270405,13924,134.333333333,81.7733655771,10843.3333333,80.7196029776
Test-11-1,3,2,t_order,139,275,0.0154020786,19044,87,57.8955716292,9825.33333333,112.9348659003
Test-11-1,4,2,t_order,249,610,0.043694973,61012,840.666666667,724.322410266,86718,103.1538461538
Test-11-1,5,2,t_order,7,12,8.98838043213E-05,31,3.3333333333,1.3137813409,24,7.2
Test-11-1,6,2,t_order,3,2,4.00543212891E-05,3,1,0.3755946954,2,2
Test-11-1,7,2,t_order,36,52,0.0008759499,1038,24.3333333333,11.1715372404,779,32.0136986302
Test-11-1,8,2,t_order,115,257,0.0086009502,12996,109.666666667,67.599597613,9283.33333333,84.6504559268
Test-11-1,9,2,t_order,9,14,9.70363616943E-05,51,5,2.0082240899,48,9.6
Test-11-2,0,2,t_order,182,468,0.0259950161,32761,130.333333333,102.464404742,15961.3333333,122.4654731458
Test-11-2,1,2,t_order,3,2,2.90870666504E-05,3,1,0.3851779302,2,2
Test-11-2,2,2,t_order,153,331,0.0139651299,22953,89.3333333333,62.627664566,12371.3333333,138.4850746265
Test-11-2,3,2,t_order,226,553,0.03018713,50179,236,200.776102463,30261,128.2245762712
Test-11-2,4,2,t_order,5,6,7.60555267334E-05,13,1.6666666667,0.6691799959,8.6666666667,5.2
Test-11-2,5,2,t_order,3,2,1.78813934326E-05,3,1,0.7279083729,2,2
Test-11-2,6,2,t_order,189,596,0.0213060379,35344,187,182.080166658,24492.3333333,130.9750445631
Test-11-2,7,2,t_order,97,201,0.0052680969,8663,121,69.4332149823,8670,71.652892562
Test-11-2,8,2,t_order,9,14,9.01222229004E-05,51,6,2.4026433627,53.6666666667,8.9444444445
Test-11-3,0,2,t_order,196,503,0.0289161205,38025,91.3333333333,75.7956119378,14203.3333333,155.5109489048
Test-11-3,1,2,t_order,3,2,3.00407409668E-05,3,1,0.3877077103,2,2
Test-11-3,2,2,t_order,116,213,0.0080361366,13225,81.6666666667,49.9692596595,8787,107.5959183673
Test-11-3,3,2,t_order,101,199,0.0062379837,10000,78.3333333333,45.1044990222,6154,78.5617021277
Test-11-3,4,2,t_order,222,549,0.0298731327,48403,223.666666667,185.951545238,28186,126.0178837554
Test-11-3,5,2,t_order,5,6,6.91413879395E-05,13,1.6666666667,0.6316826344,8.6666666667,5.2
Test-11-3,6,2,t_order,3,2,1.71661376953E-05,3,1,0.3750916322,2,2
Test-11-3,7,2,t_order,17,24,0.0001349449,140,7.3333333333,3.1549660365,110,15
Test-11-3,8,2,t_order,19,25,0.0002319813,324,11,4.7555063566,254.333333333,23.1212121212
Test-11-3,9,2,t_order,9,14,5.88893890381E-05,51,5.3333333333,2.1378813585,51.3333333333,9.625
Test-11-4,0,2,t_order,159,388,0.0167708397,24964,60,43.7272265752,8235,137.25
Test-11-4,1,2,t_order,3,2,3.09944152832E-05,3,1,0.3743043741,2,2
Test-11-4,2,2,t_order,22,32,0.0003228188,441,16.3333333333,7.2654329936,418.666666667,25.6326530613
Test-11-4,3,2,t_order,11,12,6.60419464111E-05,58,2.3333333333,0.9314560095,24.6666666667,10.5714285715
Test-11-4,4,2,t_order,224,551,0.0324041843,49287,233,193.654495398,29015.3333333,124.5293276107
Test-11-4,5,2,t_order,5,6,6.38961791992E-05,13,1.6666666667,0.6454071204,8,4.8
Test-11-4,6,2,t_order,3,2,1.69277191162E-05,3,1,0.3820073605,2,2
Test-11-4,7,2,t_order,98,166,0.0074751377,8078,94.3333333333,52.458015283,8112.33333333,85.9964664311
Test-11-4,8,2,t_order,16,20,0.0002000332,225,5.6666666667,2.4448007743,120,21.1764705882
Test-11-4,9,2,t_order,9,14,5.91278076172E-05,51,5.3333333333,2.1741220156,47,8.8125
Test-11-5,0,2,t_order,235,707,0.03601408,54756,137.333333333,161.77086393,23622,172.0048543694
Test-11-5,1,2,t_order,3,2,3.79085540771E-05,3,1,0.3827126821,2,2
Test-11-5,2,2,t_order,162,368,0.0160179138,25921,129,89.0958489577,15565,120.6589147287
Test-11-5,3,2,t_order,225,551,0.0354921818,49732,218.333333333,182.492593368,28351,129.8519083971
Test-11-5,4,2,t_order,7,12,9.29832458496E-05,31,3,1.188936313,20,6.6666666667
Test-11-5,5,2,t_order,3,2,1.8835067749E-05,3,1,0.3747266928,2,2
Test-11-5,6,2,t_order,17,24,0.000136137,140,6,2.6046349208,90,15
Test-11-5,7,2,t_order,125,253,0.0094380379,15376,77,47.5680796305,8550.33333333,111.0432900432
Test-11-5,8,2,t_order,9,14,0.0001010895,51,4.3333333333,1.7395997047,42,9.6923076923
Test-11-5,9,2,t_order,125,272,0.0089030266,14655,73,46.1617530187,7481.33333333,102.4840182648
Test-14-10,0,2,t_order,7,6,5.29289245605E-05,21,1,0.3773129781,6,6
Test-14-10,1,2,t_order,28,35,0.0002808571,394,7,3.0814183553,192.333333333,27.4761904761
Test-14-10,2,2,t_order,45,77,0.001087904,1552,27,13.8187586466,1180.33333333,43.7160493826
Test-14-2,0,2,t_order,13,12,8.60691070557E-05,78,1,0.4131539663,12,12
Test-14-2,1,2,t_order,30,38,0.0006539822,786,5.3333333333,2.3826643626,234.666666667,44.0000000001
Test-14-2,2,2,t_order,49,83,0.0031878948,1880,31.6666666667,16.5265413125,1436.33333333,45.3578947367
Test-14-8,0,2,t_order,7,6,5.29289245605E-05,21,1,0.4538239638,6,6
Test-14-8,1,2,t_order,28,35,0.0002851486,394,6.3333333333,3.2852576574,171,27
Test-14-8,2,2,t_order,45,77,0.0011200905,1552,22.3333333333,12.2864492734,1027,45.9850746269
Test-15-1,0,2,t_order,53,94,0.0033428669,2371,41,21.2037273248,1764.66666667,43.0406504066
Test-15-1,1,2,t_order,42,70,0.0011119843,1681,19,9.0822022756,795.666666667,41.8771929825
Test-15-1,2,2,t_order,268,665,0.0523228645,70759,750.333333333,693.772758961,98728,131.5788538428
Test-15-1,3,2,t_order,128,257,0.0093278885,14925,84,52.8945673307,7745,92.2023809524
Test-15-1,4,2,t_order,15,24,0.000164032,135,15,6.9450089932,195,13
Test-17-1,0,2,t_order,62,110,0.0040421486,3661,88.6666666667,47.3070223331,4282,48.2932330827
Test-17-1,1,2,t_order,18,21,0.0002717972,289,7.6666666667,3.302368323,186.333333333,24.304347826
Test-17-1,2,2,t_order,33,57,0.000494957,692,13.3333333333,6.7253367106,384.333333333,28.825
Test-17-1,3,2,t_order,264,711,0.042951107,68647,746,763.592564265,104653.333333,140.2859696153
Test-17-1,4,2,t_order,45,93,0.0012879372,1936,41.6666666667,21.6862560113,1624.33333333,38.9839999999
Test-17-1,5,2,t_order,13,20,9.20295715332E-05,94,6,2.5680965583,74.6666666667,12.4444444445
Test-17-2,0,2,t_order,57,102,0.001636982,2327,50.6666666667,26.4265372753,2312.66666667,45.6447368421
Test-17-2,1,2,t_order,18,21,0.0002501011,289,8.6666666667,3.7287357648,198.666666667,22.9230769231
Test-17-2,2,2,t_order,226,558,0.0367078781,50179,323.333333333,278.12032032,44431,137.4154639177
Test-17-2,3,2,t_order,47,100,0.001404047,2116,37.6666666667,19.5348053773,1623.66666667,43.1061946903
Test-17-2,4,2,t_order,39,66,0.0007009506,984,26,12.3725673358,800.333333333,30.782051282
Test-17-2,5,2,t_order,11,18,7.5101852417E-05,71,5.6666666667,2.5803776582,59,10.4117647059
Test-19-1,0,2,t_order,16,19,0.0001878738,134,6.3333333333,2.6993612448,91.3333333333,14.4210526316
Test-19-1,1,2,t_order,214,545,0.0303750038,45369,267.666666667,217.259935379,38535.3333333,143.9676214194
Test-19-1,2,2,t_order,383,1041,0.1043100357,145164,1217,2548.45372431,211880,174.1002465078
Test-19-1,3,2,t_order,16,31,0.000259161,176,11.6666666667,5.6781983376,169.666666667,14.5428571428
Test-19-1,4,2,t_order,46,73,0.001292944,2025,51.3333333333,27.6265625954,1977,38.512987013
Test-19-1,5,2,t_order,29,46,0.0005719662,784,42,19.6008363565,1429.66666667,34.0396825398
Test-19-1,6,2,t_order,14,23,0.0001270771,121,13,5.906425635,147.666666667,11.358974359
Test-21-1,0,2,t_order,25,42,0.0003170967,393,14,6.4227853616,357.333333333,25.5238095238
Test-21-1,1,2,t_order,282,719,0.051254034,78403,692,669.034395059,111241.333333,160.7533718685
Test-21-1,2,2,t_order,5,6,7.29560852051E-05,13,2,0.7570997079,10,5
Test-21-1,3,2,t_order,40,58,0.0007209778,1022,23.3333333333,10.9593029817,799.333333333,34.2571428572
Test-21-1,4,2,t_order,15,24,0.0001349449,135,15,6.5102846623,181.666666667,12.1111111111
Test-23-1,0,2,t_order,22,37,0.0002551079,323,13,5.7153833707,304,23.3846153846
Test-23-1,1,2,t_order,198,465,0.0266778469,38419,643,500.135134618,58721.3333333,91.3240020736
Test-23-1,2,2,t_order,4,5,4.60147857666E-05,7,1.6666666667,0.6494516532,6,3.6
Test-23-1,3,2,t_order,85,151,0.003868103,6134,33.6666666667,18.0828730265,2946.33333333,87.514851485
Test-23-1,4,2,t_order,14,23,0.0001308918,121,14.3333333333,6.5302833716,167.666666667,11.6976744187
Test-24-1,0,2,t_order,56,101,0.001830101,2671,46.3333333333,23.6599884033,2180.33333333,47.0575539568
Test-24-1,1,2,t_order,34,51,0.0035879612,1089,15,7.3759983381,557.333333333,37.1555555555
Test-24-1,2,2,t_order,268,674,0.0443809032,70759,719.333333333,676.290756464,98351,136.7252085265
Test-24-1,3,2,t_order,10,10,0.0001091957,48,3,1.1651624044,30,10
Test-24-1,4,2,t_order,130,282,0.0100989342,16641,119.666666667,76.0589536826,10525.3333333,87.9554317544
Test-24-1,5,2,t_order,57,106,0.0015490055,2320,38,20.3975819747,1785,46.9736842105
Test-24-1,6,2,t_order,15,24,0.0001590252,135,12.3333333333,5.3598550161,156.333333333,12.6756756757
Test-24-2,0,2,t_order,16,20,0.0001490116,132,6.3333333333,2.7181569735,89.3333333333,14.1052631579
Test-24-2,1,2,t_order,42,70,0.0019981861,1681,27,13.6561983426,1136.66666667,42.0987654322
Test-24-2,2,2,t_order,234,571,0.0370471478,53827,298.666666667,257.709331036,41155.3333333,137.7968749997
Test-24-2,3,2,t_order,51,105,0.0016489029,2500,29.6666666667,15.5321866671,1650.66666667,55.6404494383
Test-24-2,4,2,t_order,11,18,7.58171081543E-05,71,5.6666666667,2.3382066091,56.6666666667,10
Test-24-3,0,2,t_order,235,574,0.036080122,54292,312.666666667,271.353351672,41232.6666667,131.8742004264
Test-24-3,1,2,t_order,56,106,0.0018770695,2815,51.3333333333,28.0136250655,2385.33333333,46.4675324675
Test-24-3,2,2,t_order,39,61,0.0010039806,1444,23,10.8232116699,932.333333333,40.536231884
Test-24-3,3,2,t_order,10,10,6.103515625E-05,48,2.6666666667,1.0500914256,26.6666666667,10
Test-24-3,4,2,t_order,98,224,0.0060610771,9409,98.6666666667,59.3961930275,6819,69.1114864865
Test-24-3,5,2,t_order,33,47,0.0004899502,640,17.3333333333,7.859474659,596.666666667,34.4230769232
Test-24-3,6,2,t_order,11,18,7.5101852417E-05,71,5.3333333333,3.1356999079,58.3333333333,10.9375
Test-24-4,0,2,t_order,16,20,0.0001299381,132,6,2.5495446523,83.3333333333,13.8888888889
Test-24-4,1,2,t_order,42,69,0.0012049675,1681,33,16.5099562804,1319.33333333,39.9797979797
Test-24-4,2,2,t_order,239,579,0.0383820534,56172,351.666666667,299.605773369,45729.6666667,130.0369668246
Test-24-4,3,2,t_order,44,85,0.0012149811,1849,35.6666666667,17.8441030979,1635,45.8411214953
Test-24-4,4,2,t_order,11,18,7.39097595215E-05,71,5,2.049440066,53,10.6
Test-24-5,0,2,t_order,72,128,0.0040030479,3851,68.6666666667,37.5962756475,3750.66666667,54.6213592233
Test-24-5,1,2,t_order,42,70,0.0011069775,1681,29.6666666667,14.4856909911,1185.33333333,39.9550561796
Test-24-5,2,2,t_order,264,653,0.0455691814,68647,330,295.275853395,52768.6666667,159.9050505052
Test-24-5,3,2,t_order,10,10,0.0001149178,48,2,0.7954999606,21.3333333333,10.6666666667
Test-24-5,4,2,t_order,112,233,0.0076460838,12321,90,53.5514423052,7203,80.0333333333
Test-24-5,5,2,t_order,17,21,0.0002279282,256,12.6666666667,5.4765509764,347,27.394736842
Test-24-5,6,2,t_order,11,18,7.48634338379E-05,71,6.3333333333,2.631386598,64,10.1052631579
Test-24-6,0,2,t_order,235,568,0.0398170948,54292,308.333333333,262.146921873,43080.3333333,139.72
Test-24-6,1,2,t_order,16,20,0.0001740456,132,6.6666666667,2.9980143706,92.3333333333,13.85
Test-24-6,2,2,t_order,37,59,0.0008330345,1296,18,8.4190146128,748.666666667,41.5925925926
Test-24-6,3,2,t_order,42,80,0.0007901192,1181,22.6666666667,11.4047023455,868,38.294117647
Test-24-6,4,2,t_order,11,18,7.60555267334E-05,71,6,2.5861533483,61.6666666667,10.2777777778
Test-24-7,0,2,t_order,240,579,0.0374381542,56647,261,225.246286233,37231,142.6475095785
Test-24-7,1,2,t_order,52,95,0.0015239716,2407,35.3333333333,18.4183859825,1609.33333333,45.5471698113
Test-24-7,2,2,t_order,39,63,0.0009160042,1444,26,12.6180330118,1020.33333333,39.2435897435
Test-24-7,3,2,t_order,10,10,6.29425048828E-05,48,2.3333333333,0.9046689669,24,10.2857142857
Test-24-7,4,2,t_order,88,186,0.0044980049,7569,114,64.3680883248,7117,62.4298245614
Test-24-7,5,2,t_order,53,97,0.00122118,1960,24.6666666667,13.3231942653,1184.33333333,48.0135135133
Test-24-7,6,2,t_order,11,18,8.39233398438E-05,71,6.6666666667,2.7925020059,72,10.8
Test-25-2,0,2,t_order,13,15,0.0001170635,89,3.3333333333,1.598761638,41.6666666667,12.5
Test-25-2,1,2,t_order,36,54,0.0008199215,1225,14.3333333333,7.1009703477,729.333333333,50.8837209303
Test-25-2,2,2,t_order,227,546,0.0363521576,50628,201.333333333,171.973685265,27440.6666667,136.2947019871
Test-25-2,3,2,t_order,77,175,0.0029511452,4776,42.3333333333,24.1869200865,2867.33333333,67.7322834645
Test-25-2,4,2,t_order,10,17,6.79492950439E-05,61,5.3333333333,2.2120729288,47.3333333333,8.875
Test-26-1,0,2,t_order,149,327,0.0132730007,19942,163.333333333,108.029956579,15631.3333333,95.7020408163
Test-26-1,1,2,t_order,36,54,0.0009260178,1225,15.3333333333,7.4399182797,762,49.695652174
Test-26-1,2,2,t_order,265,682,0.0481309891,69172,679.333333333,656.885665099,95842.6666667,141.083415113
Test-26-1,3,2,t_order,125,300,0.0096409321,15376,131,83.7158230146,11453.3333333,87.430025445
Test-26-1,4,2,t_order,122,289,0.009157896,14641,105.333333333,67.0295645396,9288.66666667,88.1835443041
Test-26-1,5,2,t_order,12,19,0.0001349449,82,5.6666666667,2.3553670247,65.3333333333,11.5294117647
Test-3-1,0,2,t_order,127,274,0.0115408897,15876,107.333333333,69.4169793924,10800.3333333,100.6242236025
Test-3-1,1,2,t_order,48,76,0.0014669895,2209,44.3333333333,22.9521466096,2156.33333333,48.6390977443
Test-3-1,2,2,t_order,242,617,0.0402839184,57603,552,501.265496969,68239.6666667,123.6225845411
Test-3-1,3,2,t_order,27,38,0.0005431175,676,13.3333333333,6.1235837936,461.666666667,34.6250000001
Test-5-1,0,2,t_order,84,134,0.0035250187,3617,46.3333333333,24.3276282946,2973.66666667,64.1798561152
Test-5-1,1,2,t_order,19,33,0.0001850128,227,9,3.9647790591,165,18.3333333333
Test-5-1,2,2,t_order,13,14,8.39233398438E-05,88,1.6666666667,0.7020246983,24,14.4
Test-5-1,3,2,t_order,190,441,0.0224051476,35347,457,352.700699647,43339.6666667,94.8351568199
Test-5-1,4,2,t_order,84,151,0.0033500195,5215,34.6666666667,18.7723606427,2583.66666667,74.5288461539
Test-5-2,0,2,t_order,19,24,0.0001780987,174,5.3333333333,2.2935896715,93,17.4375
Test-5-2,1,2,t_order,19,33,0.0001840591,227,8.3333333333,3.6746940613,159.333333333,19.12
Test-5-2,2,2,t_order,13,14,9.29832458496E-05,88,2,0.8282584349,28,14
Test-5-2,3,2,t_order,61,104,0.0018129349,2411,28,14.9672863483,1559.33333333,55.6904761904
Test-5-2,4,2,t_order,165,369,0.0175070763,26572,232,169.72233208,21325.6666667,91.9209770116
Test-5-2,5,2,t_order,85,159,0.0055859089,5358,31,17.042876641,2318.66666667,74.7956989248
Test-6-1,0,2,t_order,53,94,0.0033500195,2371,42.3333333333,22.0867029031,1898,44.8346456693
Test-6-1,1,2,t_order,20,25,0.0002748966,361,11,4.718886296,274.333333333,24.9393939394
Test-6-1,2,2,t_order,284,726,0.0570688248,79527,669.666666667,676.806834698,99003,147.8392234942
Test-6-1,3,2,t_order,127,257,0.0127189159,14682,119,74.0087679227,10332.3333333,86.8263305319
Test-6-1,4,2,t_order,13,20,0.0001299381,94,6.6666666667,2.8915713628,81.3333333333,12.2
Test-7-1,0,2,t_order,132,295,0.0124680996,16275,145,92.8516809941,12411,85.5931034483
Test-7-1,1,2,t_order,19,23,0.0002977848,324,10.6666666667,4.6113066673,274.333333333,25.7187499999
Test-7-1,2,2,t_order,309,864,0.0725719929,94252,938,1136.8936549,146904,156.6140724947
Test-7-1,3,2,t_order,152,373,0.0138719082,21918,116,81.3696502844,13404,115.5517241379
Test-7-1,4,2,t_order,14,23,0.0001728535,121,12,5.7942654292,138,11.5
Test-7-2,0,2,t_order,124,272,0.0139119625,14647,121,77.4412489732,10271,84.8842975207
Test-7-2,1,2,t_order,117,265,0.0083971024,13456,94.6666666667,58.6047266324,8174.33333333,86.3485915492
Test-7-2,2,2,t_order,22,30,0.0003459454,441,20.3333333333,9.1811116537,529.333333333,26.0327868853
Test-7-2,3,2,t_order,18,21,0.0002260208,289,6.6666666667,2.8520096143,148,22.2
Test-7-2,4,2,t_order,138,360,0.0115230083,18769,159.333333333,106.486271541,16313.3333333,102.3849372385
Test-7-2,5,2,t_order,126,270,0.0121910572,14788,101.666666667,63.6336780389,8790.33333333,86.4622950817
Test-7-2,6,2,t_order,10,17,0.000109911,61,8,3.270020326,75,9.375
Test-7-3,0,2,t_order,144,317,0.0125567913,19076,149.333333333,95.8414913813,14352,96.1071428574
Test-7-3,1,2,t_order,19,23,0.0002667904,324,11.3333333333,4.8596685727,286.666666667,25.2941176472
Test-7-3,2,2,t_order,282,790,0.0519249439,78403,370.333333333,433.844965935,62177.6666667,167.8964896492
Test-7-3,3,2,t_order,143,379,0.0124208927,20164,106.333333333,75.0998217265,12283.3333333,115.5172413794
Test-7-3,4,2,t_order,11,18,0.0001149178,71,5.6666666667,2.3549863497,57,10.0588235294
Test-7-4,0,2,t_order,127,283,0.0119609833,15382,128,81.4485582511,10807,84.4296875
Test-7-4,1,2,t_order,54,102,0.0014181137,2184,45.6666666667,24.5046263536,2094,45.8540145985
Test-7-4,2,2,t_order,19,23,0.0002720356,324,9.6666666667,4.4263649782,253,26.1724137931
Test-7-4,3,2,t_order,273,731,0.0510940552,73444,360,377.118466616,59953,166.5361111111
Test-7-4,4,2,t_order,122,288,0.0091431141,14641,100.333333333,63.1967403094,8967.66666667,89.3787375419
Test-7-4,5,2,t_order,118,271,0.0083107948,13689,87.6666666667,54.601925691,7912.33333333,90.2547528516
Test-7-4,6,2,t_order,10,17,0.00009799,61,5,2.5986119906,47.3333333333,9.4666666667
Test-1-1,0,3,t_order,88,178,0.4147460461,372538,395.666666667,460.462932984,33735,85.2611625947
Test-1-1,1,3,t_order,16,18,0.0031599998,3150,4,2.6633163293,155.333333333,38.8333333333
Test-1-1,4,3,t_order,14,23,0.0013949871,864,30.3333333333,24.4569896857,445.333333333,14.6813186813
Test-1-10,0,3,t_order,16,20,0.0009770393,772,11.3333333333,7.3173570633,175.666666667,15.5000000001
Test-1-10,1,3,t_order,16,18,0.0028030872,3150,4.6666666667,2.790857633,195.666666667,41.9285714286
Test-1-10,2,3,t_order,74,163,0.2420430183,257364,142.333333333,162.66359369,12762.6666667,89.6674473072
Test-1-10,3,3,t_order,10,17,0.000505209,320,13.3333333333,8.6452864011,154,11.55
Test-1-11,0,3,t_order,15,19,0.0008530617,655,10,6.108079354,148.666666667,14.8666666667
Test-1-11,1,3,t_order,18,21,0.0039789677,4624,19,12.6526222229,606.666666667,31.9298245614
Test-1-11,2,3,t_order,80,183,0.2858469486,328408,203.666666667,249.190232674,18257.3333333,89.6432078557
Test-1-11,3,3,t_order,10,17,0.0004689693,320,14,13.2205283642,160.333333333,11.4523809524
Test-1-12,0,3,t_order,14,16,0.0008487701,538,6.3333333333,6.1707627773,97,15.3157894737
Test-1-12,1,3,t_order,18,21,0.0034120083,4096,20.3333333333,20.0491689841,609.666666667,29.9836065574
Test-1-12,3,3,t_order,69,142,0.2546029091,195748,136.333333333,141.747710387,11214.6666667,82.2591687046
Test-1-12,4,3,t_order,10,17,0.0005140305,320,11.6666666667,8.1305882136,142,12.1714285714
Test-1-13,0,3,t_order,45,62,0.0312480927,33230,145.666666667,165.130382379,6742.33333333,46.2860411898
Test-1-13,1,3,t_order,73,150,0.3288450241,368064,515.666666667,582.879822969,40664,78.8571428571
Test-1-13,2,3,t_order,42,72,0.0543589592,67240,180.666666667,220.848601023,9554,52.8819188191
Test-1-13,4,3,t_order,10,17,0.000494957,320,12.3333333333,8.2142132918,151.666666667,12.2972972974
Test-1-14,0,3,t_order,37,48,0.008669138,8977,33,34.4967889786,1198,36.303030303
Test-1-14,1,3,t_order,18,21,0.0039379597,4624,19.3333333333,12.1831730207,597.666666667,30.9137931035
Test-1-14,4,3,t_order,10,17,0.0006239414,320,15,10.3126140435,165.666666667,11.0444444445
Test-1-2,0,3,t_order,13,15,0.0005760193,449,6.3333333333,3.7062597275,90.6666666667,14.3157894737
Test-1-2,1,3,t_order,21,28,0.0072939396,7600,54.6666666667,35.2314333121,1961.66666667,35.8841463415
Test-1-2,3,3,t_order,70,150,0.2587678432,205958,151.333333333,153.704024076,12497,82.5792951544
Test-1-2,4,3,t_order,10,17,0.0005180836,320,17.6666666667,17.1044967175,204.666666667,11.5849056604
Test-1-3,0,3,t_order,81,165,0.2973160744,307190,288,426.039011399,23627,82.0381944444
Test-1-3,1,3,t_order,16,18,0.0091710091,3150,4.6666666667,2.9694736799,177.666666667,38.0714285715
Test-1-3,4,3,t_order,11,18,0.0006849766,381,15.6666666667,12.3180917104,201.666666667,12.8723404255
Test-1-4,0,3,t_order,13,15,0.0005881786,449,5.6666666667,5.3163829645,83,14.6470588235
Test-1-4,1,3,t_order,21,28,0.0210189819,7600,53,51.9422433376,1906.33333333,35.9685534591
Test-1-4,2,3,t_order,75,168,0.2337479591,262408,141.333333333,164.640948375,12246.6666667,86.6509433967
